time(sec),hr(heart rate),ppg
152.6667,60,-0.86593
152.7,60,-0.95099
152.7333,60,-0.9945
152.7667,60,-0.99454
152.8,60,-0.95112
152.8333,60,-0.86613
152.8667,60,-0.74328
152.9,60,-0.58795
152.9333,60,-0.40692
152.9667,60,-0.20811
153,60,-0.0002
153.0333,60,0.20772
153.0667,60,0.40655
153.1,60,0.58762
153.1333,60,0.74301
153.1667,60,0.86593
153.2,60,0.95099
153.2333,60,0.9945
153.2667,60,0.99454
153.3,60,0.95112
153.3333,60,0.86613
153.3667,60,0.74328
153.4,60,0.58795
153.4333,60,0.40692
153.4667,60,0.20811
153.5,60,0.00020065
153.5333,60,-0.20772
153.5667,60,-0.40655
153.6,60,-0.58762
153.6333,60,-0.74301
153.6667,60,-0.86592
153.7,60,-0.95099
153.7333,60,-0.9945
153.7667,60,-0.99454
153.8,60,-0.95112
153.8333,60,-0.86613
153.8667,60,-0.74328
153.9,60,-0.58795
153.9333,60,-0.40692
153.9667,60,-0.20811
154,60,-0.00020131
154.0333,60,0.20771
154.0667,60,0.40655
154.1,60,0.58762
154.1333,60,0.74301
154.1667,60,0.86592
154.2,60,0.95099
154.2333,60,0.9945
154.2667,60,0.99454
154.3,60,0.95112
154.3333,60,0.86613
154.3667,60,0.74328
154.4,60,0.58795
154.4333,60,0.40692
154.4667,60,0.20811
154.5,60,0.00020196
154.5333,60,-0.20771
154.5667,60,-0.40655
154.6,60,-0.58762
154.6333,60,-0.74301
154.6667,60,-0.86592
154.7,60,-0.95099
154.7333,60,-0.9945
154.7667,60,-0.99454
154.8,60,-0.95112
154.8333,60,-0.86613
154.8667,60,-0.74328
154.9,60,-0.58795
154.9333,60,-0.40692
154.9667,60,-0.20811
155,60,-0.00020261
155.0333,60,0.20771
155.0667,60,0.40655
155.1,60,0.58762
155.1333,60,0.74301
155.1667,60,0.86592
155.2,60,0.95099
155.2333,60,0.9945
155.2667,60,0.99454
155.3,60,0.95112
155.3333,60,0.86613
155.3667,60,0.74328
155.4,60,0.58795
155.4333,60,0.40692
155.4667,60,0.20811
155.5,60,0.00020327
155.5333,60,-0.20771
155.5667,60,-0.40655
155.6,60,-0.58762
155.6333,60,-0.74301
155.6667,60,-0.86592
155.7,60,-0.95099
155.7333,60,-0.9945
155.7667,60,-0.99454
155.8,60,-0.95112
155.8333,60,-0.86613
155.8667,60,-0.74328
155.9,60,-0.58795
155.9333,60,-0.40692
155.9667,60,-0.20811
156,60,-0.00020392
156.0333,60,0.20771
156.0667,60,0.40655
156.1,60,0.58762
156.1333,60,0.74301
156.1667,60,0.86592
156.2,60,0.95099
156.2333,60,0.9945
156.2667,60,0.99454
156.3,60,0.95112
156.3333,60,0.86613
156.3667,60,0.74328
156.4,60,0.58795
156.4333,60,0.40692
156.4667,60,0.20811
156.5,60,0.00020457
156.5333,60,-0.20771
156.5667,60,-0.40655
156.6,60,-0.58762
156.6333,60,-0.74301
156.6667,60,-0.86592
156.7,60,-0.95099
156.7333,60,-0.9945
156.7667,60,-0.99454
156.8,60,-0.95112
156.8333,60,-0.86613
156.8667,60,-0.74328
156.9,60,-0.58795
156.9333,60,-0.40692
156.9667,60,-0.20811
157,60,-0.00020523
157.0333,60,0.20771
157.0667,60,0.40655
157.1,60,0.58762
157.1333,60,0.74301
157.1667,60,0.86592
157.2,60,0.95099
157.2333,60,0.9945
157.2667,60,0.99454
157.3,60,0.95112
157.3333,60,0.86613
157.3667,60,0.74328
157.4,60,0.58795
157.4333,60,0.40692
157.4667,60,0.20811
157.5,60,0.00020588
157.5333,60,-0.20771
157.5667,60,-0.40655
157.6,60,-0.58762
157.6333,60,-0.74301
157.6667,60,-0.86592
157.7,60,-0.95099
157.7333,60,-0.9945
157.7667,60,-0.99454
157.8,60,-0.95112
157.8333,60,-0.86613
157.8667,60,-0.74328
157.9,60,-0.58795
157.9333,60,-0.40693
157.9667,60,-0.20811
158,60,-0.00020653
158.0333,60,0.20771
158.0667,60,0.40655
158.1,60,0.58762
158.1333,60,0.74301
158.1667,60,0.86592
158.2,60,0.95099
158.2333,60,0.9945
158.2667,60,0.99454
158.3,60,0.95112
158.3333,60,0.86613
158.3667,60,0.74328
158.4,60,0.58795
158.4333,60,0.40693
158.4667,60,0.20811
158.5,60,0.00020719
158.5333,60,-0.20771
158.5667,60,-0.40655
158.6,60,-0.58762
158.6333,60,-0.74301
158.6667,60,-0.86592
158.7,60,-0.95099
158.7333,60,-0.9945
158.7667,60,-0.99454
158.8,60,-0.95112
158.8333,60,-0.86613
158.8667,60,-0.74328
158.9,60,-0.58795
158.9333,60,-0.40693
158.9667,60,-0.20811
159,60,-0.00020784
159.0333,60,0.20771
159.0667,60,0.40655
159.1,60,0.58762
159.1333,60,0.74301
159.1667,60,0.86592
159.2,60,0.95099
159.2333,60,0.9945
159.2667,60,0.99454
159.3,60,0.95112
159.3333,60,0.86613
159.3667,60,0.74328
159.4,60,0.58795
159.4333,60,0.40693
159.4667,60,0.20812
159.5,60,0.0002085
159.5333,60,-0.20771
159.5667,60,-0.40655
159.6,60,-0.58762
159.6333,60,-0.74301
159.6667,60,-0.86592
159.7,60,-0.95099
159.7333,60,-0.9945
159.7667,60,-0.99454
159.8,60,-0.95112
159.8333,60,-0.86613
159.8667,60,-0.74328
159.9,60,-0.58795
159.9333,60,-0.40693
159.9667,60,-0.20812
160,60,-0.00020915
160.0333,60,0.20771
160.0667,60,0.40655
160.1,60,0.58762
160.1333,60,0.743
160.1667,60,0.86592
160.2,60,0.95099
160.2333,60,0.9945
160.2667,60,0.99454
160.3,60,0.95112
160.3333,60,0.86613
160.3667,60,0.74329
160.4,60,0.58795
160.4333,60,0.40693
160.4667,60,0.20812
160.5,60,0.0002098
160.5333,60,-0.20771
160.5667,60,-0.40654
160.6,60,-0.58762
160.6333,60,-0.743
160.6667,60,-0.86592
160.7,60,-0.95099
160.7333,60,-0.9945
160.7667,60,-0.99454
160.8,60,-0.95112
160.8333,60,-0.86613
160.8667,60,-0.74329
160.9,60,-0.58796
160.9333,60,-0.40693
160.9667,60,-0.20812
161,60,-0.00021046
161.0333,60,0.20771
161.0667,60,0.40654
161.1,60,0.58761
161.1333,60,0.743
161.1667,60,0.86592
161.2,60,0.95099
161.2333,60,0.9945
161.2667,60,0.99454
161.3,60,0.95112
161.3333,60,0.86613
161.3667,60,0.74329
161.4,60,0.58796
161.4333,60,0.40693
161.4667,60,0.20812
161.5,60,0.00021111
161.5333,60,-0.20771
161.5667,60,-0.40654
161.6,60,-0.58761
161.6333,60,-0.743
161.6667,60,-0.86592
161.7,60,-0.95099
161.7333,60,-0.9945
161.7667,60,-0.99454
161.8,60,-0.95112
161.8333,60,-0.86613
161.8667,60,-0.74329
161.9,60,-0.58796
161.9333,60,-0.40693
161.9667,60,-0.20812
162,60,-0.00021176
162.0333,60,0.2077
162.0667,60,0.40654
162.1,60,0.58761
162.1333,60,0.743
162.1667,60,0.86592
162.2,60,0.95099
162.2333,60,0.9945
162.2667,60,0.99454
162.3,60,0.95112
162.3333,60,0.86613
162.3667,60,0.74329
162.4,60,0.58796
162.4333,60,0.40693
162.4667,60,0.20812
162.5,60,0.00021242
162.5333,60,-0.2077
162.5667,60,-0.40654
162.6,60,-0.58761
162.6333,60,-0.743
162.6667,60,-0.86592
162.7,60,-0.95099
162.7333,60,-0.9945
162.7667,60,-0.99454
162.8,60,-0.95112
162.8333,60,-0.86613
162.8667,60,-0.74329
162.9,60,-0.58796
162.9333,60,-0.40693
162.9667,60,-0.20812
163,60,-0.00021307
163.0333,60,0.2077
163.0667,60,0.40654
163.1,60,0.58761
163.1333,60,0.743
163.1667,60,0.86592
163.2,60,0.95099
163.2333,60,0.9945
163.2667,60,0.99454
163.3,60,0.95112
163.3333,60,0.86613
163.3667,60,0.74329
163.4,60,0.58796
163.4333,60,0.40693
163.4667,60,0.20812
163.5,60,0.00021372
163.5333,60,-0.2077
163.5667,60,-0.40654
163.6,60,-0.58761
163.6333,60,-0.743
163.6667,60,-0.86592
163.7,60,-0.95099
163.7333,60,-0.9945
163.7667,60,-0.99454
163.8,60,-0.95112
163.8333,60,-0.86613
163.8667,60,-0.74329
163.9,60,-0.58796
163.9333,60,-0.40693
163.9667,60,-0.20812
164,60,-0.00021438
164.0333,60,0.2077
164.0667,60,0.40654
164.1,60,0.58761
164.1333,60,0.743
164.1667,60,0.86592
164.2,60,0.95099
164.2333,60,0.9945
164.2667,60,0.99454
164.3,60,0.95112
164.3333,60,0.86613
164.3667,60,0.74329
164.4,60,0.58796
164.4333,60,0.40693
164.4667,60,0.20812
164.5,60,0.00021503
164.5333,60,-0.2077
164.5667,60,-0.40654
164.6,60,-0.58761
164.6333,60,-0.743
164.6667,60,-0.86592
164.7,60,-0.95099
164.7333,60,-0.9945
164.7667,60,-0.99454
164.8,60,-0.95112
164.8333,60,-0.86613
164.8667,60,-0.74329
164.9,60,-0.58796
164.9333,60,-0.40693
164.9667,60,-0.20812
165,60,-0.00021568
165.0333,60,0.2077
165.0667,60,0.40654
165.1,60,0.58761
165.1333,60,0.743
165.1667,60,0.86592
165.2,60,0.95099
165.2333,60,0.9945
165.2667,60,0.99454
165.3,60,0.95112
165.3333,60,0.86613
165.3667,60,0.74329
165.4,60,0.58796
165.4333,60,0.40693
165.4667,60,0.20812
165.5,60,0.00021634
165.5333,60,-0.2077
165.5667,60,-0.40654
165.6,60,-0.58761
165.6333,60,-0.743
165.6667,60,-0.86592
165.7,60,-0.95099
165.7333,60,-0.9945
165.7667,60,-0.99454
165.8,60,-0.95112
165.8333,60,-0.86613
165.8667,60,-0.74329
165.9,60,-0.58796
165.9333,60,-0.40693
165.9667,60,-0.20812
166,60,-0.00021699
166.0333,60,0.2077
166.0667,60,0.40654
166.1,60,0.58761
166.1333,60,0.743
166.1667,60,0.86592
166.2,60,0.95099
166.2333,60,0.9945
166.2667,60,0.99454
166.3,60,0.95112
166.3333,60,0.86613
166.3667,60,0.74329
166.4,60,0.58796
166.4333,60,0.40694
166.4667,60,0.20812
166.5,60,0.00021765
166.5333,60,-0.2077
166.5667,60,-0.40654
166.6,60,-0.58761
166.6333,60,-0.743
166.6667,60,-0.86592
166.7,60,-0.95099
166.7333,60,-0.9945
166.7667,60,-0.99454
166.8,60,-0.95112
166.8333,60,-0.86613
166.8667,60,-0.74329
166.9,60,-0.58796
166.9333,60,-0.40694
166.9667,60,-0.20813
167,60,-0.0002183
167.0333,60,0.2077
167.0667,60,0.40654
167.1,60,0.58761
167.1333,60,0.743
167.1667,60,0.86592
167.2,60,0.95099
167.2333,60,0.9945
167.2667,60,0.99454
167.3,60,0.95112
167.3333,60,0.86613
167.3667,60,0.74329
167.4,60,0.58796
167.4333,60,0.40694
167.4667,60,0.20813
167.5,60,0.00021895
167.5333,60,-0.2077
167.5667,60,-0.40654
167.6,60,-0.58761
167.6333,60,-0.743
167.6667,60,-0.86592
167.7,60,-0.95099
167.7333,60,-0.9945
167.7667,60,-0.99454
167.8,60,-0.95112
167.8333,60,-0.86614
167.8667,60,-0.74329
167.9,60,-0.58796
167.9333,60,-0.40694
167.9667,60,-0.20813
168,60,-0.00021961
168.0333,60,0.2077
168.0667,60,0.40654
168.1,60,0.58761
168.1333,60,0.743
168.1667,60,0.86592
168.2,60,0.95099
168.2333,60,0.9945
168.2667,60,0.99454
168.3,60,0.95112
168.3333,60,0.86614
168.3667,60,0.74329
168.4,60,0.58796
168.4333,60,0.40694
168.4667,60,0.20813
168.5,60,0.00022026
168.5333,60,-0.2077
168.5667,60,-0.40654
168.6,60,-0.58761
168.6333,60,-0.743
168.6667,60,-0.86592
168.7,60,-0.95099
168.7333,60,-0.9945
168.7667,60,-0.99454
168.8,60,-0.95112
168.8333,60,-0.86614
168.8667,60,-0.74329
168.9,60,-0.58796
168.9333,60,-0.40694
168.9667,60,-0.20813
169,60,-0.00022091
169.0333,60,0.2077
169.0667,60,0.40653
169.1,60,0.58761
169.1333,60,0.743
169.1667,60,0.86591
169.2,60,0.95099
169.2333,60,0.9945
169.2667,60,0.99454
169.3,60,0.95112
169.3333,60,0.86614
169.3667,60,0.74329
169.4,60,0.58796
169.4333,60,0.40694
169.4667,60,0.20813
169.5,60,0.00022157
169.5333,60,-0.20769
169.5667,60,-0.40653
169.6,60,-0.58761
169.6333,60,-0.743
169.6667,60,-0.86591
169.7,60,-0.95099
169.7333,60,-0.9945
169.7667,60,-0.99455
169.8,60,-0.95113
169.8333,60,-0.86614
169.8667,60,-0.74329
169.9,60,-0.58796
169.9333,60,-0.40694
169.9667,60,-0.20813
170,60,-0.00022222
170.0333,60,0.20769
170.0667,60,0.40653
170.1,60,0.58761
170.1333,60,0.743
170.1667,60,0.86591
170.2,60,0.95099
170.2333,60,0.9945
170.2667,60,0.99455
170.3,60,0.95113
170.3333,60,0.86614
170.3667,60,0.74329
170.4,60,0.58797
170.4333,60,0.40694
170.4667,60,0.20813
170.5,60,0.00022287
170.5333,60,-0.20769
170.5667,60,-0.40653
170.6,60,-0.5876
170.6333,60,-0.743
170.6667,60,-0.86591
170.7,60,-0.95099
170.7333,60,-0.9945
170.7667,60,-0.99455
170.8,60,-0.95113
170.8333,60,-0.86614
170.8667,60,-0.74329
170.9,60,-0.58797
170.9333,60,-0.40694
170.9667,60,-0.20813
171,60,-0.00022353
171.0333,60,0.20769
171.0667,60,0.40653
171.1,60,0.5876
171.1333,60,0.743
171.1667,60,0.86591
171.2,60,0.95099
171.2333,60,0.9945
171.2667,60,0.99455
171.3,60,0.95113
171.3333,60,0.86614
171.3667,60,0.74329
171.4,60,0.58797
171.4333,60,0.40694
171.4667,60,0.20813
171.5,60,0.00022418
171.5333,60,-0.20769
171.5667,60,-0.40653
171.6,60,-0.5876
171.6333,60,-0.74299
171.6667,60,-0.86591
171.7,60,-0.95099
171.7333,60,-0.9945
171.7667,60,-0.99455
171.8,60,-0.95113
171.8333,60,-0.86614
171.8667,60,-0.7433
171.9,60,-0.58797
171.9333,60,-0.40694
171.9667,60,-0.20813
172,60,-0.00022483
172.0333,60,0.20769
172.0667,60,0.40653
172.1,60,0.5876
172.1333,60,0.74299
172.1667,60,0.86591
172.2,60,0.95099
172.2333,60,0.9945
172.2667,60,0.99455
172.3,60,0.95113
172.3333,60,0.86614
172.3667,60,0.7433
172.4,60,0.58797
172.4333,60,0.40694
172.4667,60,0.20813
172.5,60,0.00022549
172.5333,60,-0.20769
172.5667,60,-0.40653
172.6,60,-0.5876
172.6333,60,-0.74299
172.6667,60,-0.86591
172.7,60,-0.95099
172.7333,60,-0.9945
172.7667,60,-0.99455
172.8,60,-0.95113
172.8333,60,-0.86614
172.8667,60,-0.7433
172.9,60,-0.58797
172.9333,60,-0.40694
172.9667,60,-0.20813
173,60,-0.00022614
173.0333,60,0.20769
173.0667,60,0.40653
173.1,60,0.5876
173.1333,60,0.74299
173.1667,60,0.86591
173.2,60,0.95099
173.2333,60,0.9945
173.2667,60,0.99455
173.3,60,0.95113
173.3333,60,0.86614
173.3667,60,0.7433
173.4,60,0.58797
173.4333,60,0.40694
173.4667,60,0.20813
173.5,60,0.0002268
173.5333,60,-0.20769
173.5667,60,-0.40653
173.6,60,-0.5876
173.6333,60,-0.74299
173.6667,60,-0.86591
173.7,60,-0.95099
173.7333,60,-0.9945
173.7667,60,-0.99455
173.8,60,-0.95113
173.8333,60,-0.86614
173.8667,60,-0.7433
173.9,60,-0.58797
173.9333,60,-0.40694
173.9667,60,-0.20813
174,60,-0.00022745
174.0333,60,0.20769
174.0667,60,0.40653
174.1,60,0.5876
174.1333,60,0.74299
174.1667,60,0.86591
174.2,60,0.95099
174.2333,60,0.9945
174.2667,60,0.99455
174.3,60,0.95113
174.3333,60,0.86614
174.3667,60,0.7433
174.4,60,0.58797
174.4333,60,0.40694
174.4667,60,0.20813
174.5,60,0.0002281
174.5333,60,-0.20769
174.5667,60,-0.40653
174.6,60,-0.5876
174.6333,60,-0.74299
174.6667,60,-0.86591
174.7,60,-0.95099
174.7333,60,-0.9945
174.7667,60,-0.99455
174.8,60,-0.95113
174.8333,60,-0.86614
174.8667,60,-0.7433
174.9,60,-0.58797
174.9333,60,-0.40695
174.9667,60,-0.20814
175,60,-0.00022876
175.0333,60,0.20769
175.0667,60,0.40653
175.1,60,0.5876
175.1333,60,0.74299
175.1667,60,0.86591
175.2,60,0.95099
175.2333,60,0.9945
175.2667,60,0.99455
175.3,60,0.95113
175.3333,60,0.86614
175.3667,60,0.7433
175.4,60,0.58797
175.4333,60,0.40695
175.4667,60,0.20814
175.5,60,0.00022941
175.5333,60,-0.20769
175.5667,60,-0.40653
175.6,60,-0.5876
175.6333,60,-0.74299
175.6667,60,-0.86591
175.7,60,-0.95099
175.7333,60,-0.9945
175.7667,60,-0.99455
175.8,60,-0.95113
175.8333,60,-0.86614
175.8667,60,-0.7433
175.9,60,-0.58797
175.9333,60,-0.40695
175.9667,60,-0.20814
176,60,-0.00023006
176.0333,60,0.20769
176.0667,60,0.40653
176.1,60,0.5876
176.1333,60,0.74299
176.1667,60,0.86591
176.2,60,0.95099
176.2333,60,0.9945
176.2667,60,0.99455
176.3,60,0.95113
176.3333,60,0.86614
176.3667,60,0.7433
176.4,60,0.58797
176.4333,60,0.40695
176.4667,60,0.20814
176.5,60,0.00023072
176.5333,60,-0.20769
176.5667,60,-0.40653
176.6,60,-0.5876
176.6333,60,-0.74299
176.6667,60,-0.86591
176.7,60,-0.95099
176.7333,60,-0.9945
176.7667,60,-0.99455
176.8,60,-0.95113
176.8333,60,-0.86614
176.8667,60,-0.7433
176.9,60,-0.58797
176.9333,60,-0.40695
176.9667,60,-0.20814
177,60,-0.00023137
177.0333,60,0.20769
177.0667,60,0.40653
177.1,60,0.5876
177.1333,60,0.74299
177.1667,60,0.86591
177.2,60,0.95098
177.2333,60,0.9945
177.2667,60,0.99455
177.3,60,0.95113
177.3333,60,0.86614
177.3667,60,0.7433
177.4,60,0.58797
177.4333,60,0.40695
177.4667,60,0.20814
177.5,60,0.00023202
177.5333,60,-0.20768
177.5667,60,-0.40652
177.6,60,-0.5876
177.6333,60,-0.74299
177.6667,60,-0.86591
177.7,60,-0.95098
177.7333,60,-0.9945
177.7667,60,-0.99455
177.8,60,-0.95113
177.8333,60,-0.86614
177.8667,60,-0.7433
177.9,60,-0.58797
177.9333,60,-0.40695
177.9667,60,-0.20814
178,60,-0.00023268
178.0333,60,0.20768
178.0667,60,0.40652
178.1,60,0.5876
178.1333,60,0.74299
178.1667,60,0.86591
178.2,60,0.95098
178.2333,60,0.9945
178.2667,60,0.99455
178.3,60,0.95113
178.3333,60,0.86614
178.3667,60,0.7433
178.4,60,0.58797
178.4333,60,0.40695
178.4667,60,0.20814
178.5,60,0.00023333
178.5333,60,-0.20768
178.5667,60,-0.40652
178.6,60,-0.5876
178.6333,60,-0.74299
178.6667,60,-0.86591
178.7,60,-0.95098
178.7333,60,-0.9945
178.7667,60,-0.99455
178.8,60,-0.95113
178.8333,60,-0.86614
178.8667,60,-0.7433
178.9,60,-0.58797
178.9333,60,-0.40695
178.9667,60,-0.20814
179,60,-0.00023399
179.0333,60,0.20768
179.0667,60,0.40652
179.1,60,0.5876
179.1333,60,0.74299
179.1667,60,0.86591
179.2,60,0.95098
179.2333,60,0.9945
179.2667,60,0.99455
179.3,60,0.95113
179.3333,60,0.86614
179.3667,60,0.7433
179.4,60,0.58797
179.4333,60,0.40695
179.4667,60,0.20814
179.5,60,0.00023464
179.5333,60,-0.20768
179.5667,60,-0.40652
179.6,60,-0.5876
179.6333,60,-0.74299
179.6667,60,-0.86591
179.7,60,-0.95098
179.7333,60,-0.9945
179.7667,60,-0.99455
179.8,60,-0.95113
179.8333,60,-0.86614
179.8667,60,-0.7433
179.9,60,-0.58798
179.9333,60,-0.40695
179.9667,60,-0.20814
180,60,-0.00023529
